Page,Title
Page 52,Mahasiswa Pascasarjana Pun Bisa Berprestasi di UKM Kampus
Page 52,"Gali Ilmu di Lapangan, Mahasiswa PDD Banyuwangi Adakan ‘My Trip My Education’"
Page 52,“Sang Ksatrya Mahapurusha” Juara Sayembara Naskah Wayang Lakon Airlangga
Page 52,Membaca Sebagai Terapi Rehabilitasi Bagi Orang dengan Gangguan Jiwa (ODGJ)
Page 52,”Airlangga Sumbaga Wiratama” Sukses Dipentaskan dalam Wayang Semalam Suntuk
Page 53,Tebar Wawasan Stabilitas Keuangan ASEAN Melalui Seminar Internasional
Page 53,FISIP Ideas Matter Meriahkan 39 Tahun FISIP UNAIR
Page 53,Mahasiswa Gizi UNAIR Adakan Seminar Cegah Diabetes
Page 53,Berpulangnya Guru Besar ‘Santun’ Anatomi FK UNAIR
Page 53,"Diikuti Lebih 7.000 Tim, SMA Kharisma Bangsa Banten Juara Utama Medspin FK"
Page 53,Kehadiran Lakon Airlangga di Jagat Pewayangan Indonesia
Page 53,41 Mahasiswa HI UNAIR Ramaikan Kompetisi Olahraga di Malang
Page 53,Mahasiswa UNAIR Borong Juara di Kompetisi Berkuda
Page 53,Rahwana dan Rama akan bertarung  di UNAIR
Page 53,9 Alumnus UNAIR Duduki  Posisi Strategis di Pemerintahan
Page 53,"Jalin Kerja Sama dengan UNAIR, Pokphand Siap Berikan Beasiswa"
Page 53,"Tahun Kesepuluh Psychofest, Kita Nggak Sendiri!"
Page 54,"Perlu Diwaspadai, Bakteri Baru di Air Penyebab Radang"
Page 54,"Selama Dua Minggu, Atlet Denali Summit Attack Enam Kali ke Mahameru"
Page 54,Juara Kompetisi Paper dan Hasil Penelitian dalam IRIE 2016
Page 54,Pameran Riset Expo UNAIR Diharapkan Semakin Lebih Baik
Page 54,Tren Positif Usai Berkunjung ke UNAIR
Page 54,Pentingnya Wawasan Kelautan Indonesia Menuju Poros Maritim Dunia
Page 54,RS Terapung UNAIR Siap Bantu Atasi Kesenjangan Yankes Kawasan DTPK
Page 54,"Dies Natalis ke-39, FISIP Adakan Konferensi Internasional"
Page 54,Gebyar Akreditasi Tandai RS UNAIR Raih Akreditasi Paripurna
Page 54,Acara ISEF 2016 Diikuti Mahasiswa dan Warga Se-Jawa dan Bali
Page 54,Badri Munir Sukoco Raih Penghargaan Alumnus Berprestasi di Taiwan
Page 54,Alumni Perguruan Tinggi Negeri se-Indonesia Pentaskan Ketoprak Humor
Page 55,"Peringati Hari Kesehatan Nasional, HRLS FH UNAIR Gelar Workshop Kesehatan"
Page 55,UNAIR Pelopori Transparansi Tata Kelola Perguruan Tinggi
Page 55,"Perjalanan Produksi Sperma Beku Sapi, 89 Persen Berhasil Bunting"
Page 55,"Kambing Sapenair-1, Inovasi Tim Peneliti FKH UNAIR"
Page 55,Tiap Individu Mesti Peduli dengan Potensi Kebakaran di Sekitarnya
Page 55,"Kembangkan Passion, Mahasiswa Sebaiknya Tidak Hanya Kutu-Buku"
Page 55,Awak ‘Cleaning Services’ Berharap UNAIR Semakin Maju dan Unggul
Page 55,Rektor dan Kepala SMA se-Jatim Diskusi Problem Penerimaan Mahasiswa Baru
Page 55,"Gandeng Kepala Sekolah se-Jatim, UNAIR Gelar Tour De Campus"
Page 55,Ratusan Pelajar dari Tiga Kota Bersemangat Kunjungi UNAIR
Page 55,"Meski Turun Hujan, Penutupan AISC-ISS Berlangsung Meriah"
Page 55,"Hari Terakhir AISC-ISS, Mahasiswa Asing se-Indonesia Ikuti Kelas Budaya dan Pilih Ketua Baru"
Page 56,"Puluhan Tahun Tak Bersua, Alumni FK UNAIR  ‘Napak Tilas’"
Page 56,Booth Foto UNAIR News Ramai Dikunjungi Pimpinan Hingga Siswa SMA
Page 56,FKH UNAIR Siap Produksi Lebih Dari 20.000 Sperma Beku Sapi
Page 56,"Tak Sebagus Obama, Makna Kemenangan Trump Bagi Hubungan Indonesia-AS"
Page 56,KPK Tunggu Peran Kampus dalam Mengawal Agenda Antikorupsi
Page 56,Rektor Berikan Penghargaan Bagi Sivitas Berprestasi
Page 56,Menteri Pertanian RI Apresiasi Produk Unggulan UNAIR
Page 56,"Mewujudkan Indonesia Berkeadilan, Misi Utama 62 Tahun UNAIR"
Page 56,Jadilah Pahlawan Dalam Kehidupan Sehari-hari !
Page 56,Help Center Ajak Mahasiswa Disabilitas dan Umum Ikuti Pelatihan Menulis
Page 56,IKA UNAIR Luncurkan Buku Jejak Langkah Ksatria Airlangga
Page 56,Suara Surabaya Ajak Rektor Berdialog Dies Natalis UNAIR
Page 57,Mahasiswa UNAIR Menangkan Film Inspirasi Terbaik
Page 57,Tarik Minat Mahasiswa FISIP Lanjutkan Studi ke Prancis
Page 57,Peserta AISC ISS Belajar Lebih Tentang Indonesia
Page 57,"Rektor: Buku Seratus Pakar, Hadiah Terindah 62 Tahun UNAIR"
Page 57,Sastrawan Seno Gumira Ajidarma Tegaskan Peran Bahasa dalam Hidup Berbangsa
Page 57,"Kembangkan Kelautan, Perguruan Tinggi Miliki Peran Strategis"
Page 57,Pengmas-PKL Fakultas Keperawatan UNAIR Sedot Ratusan Warga Dupak
Page 57,Pentingnya Memahami HAM dalam Dunia Bisnis
Page 57,"Atasi Perubahan Iklim, WHO Ajak Perbaiki Lingkungan"
Page 57,Krisis Kepemimpinan Jadi Problem Generasi Muda
Page 57,Trio FEB Raih Predikat Harapan I Kompetisi Ide Bisnis Nasional
Page 57,Tiga Lulusan UNAIR Lestarikan Budaya Melalui Film Dokumenter
Page 58,Ratusan Mahasiswa Mancanegara Ikuti Seminar dan Kompetisi Internasional UNAIR
Page 58,Sekolah Staf dan Komando TNI Jalin Kerjasama dengan UNAIR
Page 58,FK UNAIR Gelar Khitanan Massal untuk Ratusan Anak Banyuwangi
Page 58,Membenahi Laboratorium Farmasi sebagai Pendukung Industri Obat dan Jamu
Page 58,"Puncak Dies Natalis, UNAIR Adakan Orasi Ilmiah dan Pameran Riset"
Page 58,Mahasiswa Farmasi Temukan Metode Deteksi Psikotropika Jenis Baru
Page 58,Setelah Dokter Turun ke Jalan
Page 58,Jalan Sehat dan Panen Ikan Tandai Pembukaan Peringatan Dies Natalis UNAIR Ke-62
Page 58,UNAIR Bersholawat Diikuti Ribuan Peserta dan Dua Mantan Menteri
Page 58,Khataman di UNAIR Diakhiri Dzikir Bersama dan Tausiyah Agama
Page 58,"Tambah Pengalaman Mahasiswa, UNAIR Akan Adakan Kompetisi Internasional"
Page 58,Rektor Buka Khataman Quran Oleh Mahasiswa UNAIR
Page 59,Atlet Denali Latihan Tarik Ban Truk Keliling Kampus
Page 59,FKM Gelar Seminar Internasional Bahas Kesehatan dan Lingkungan
Page 59,Dosen UI Studi Banding ke UNAIR
Page 59,Semangat Mahasiswa UNAIR dalam Memperingati Hari Sumpah Pemuda
Page 59,"Terinspirasi dari UNAIR, Ponpes Al-Qodir Sleman Berkembang Modern"
Page 59,UNAIR Persiapkan Kolaborasi Penelitian dengan Australia
Page 59,Belasan Universitas dan Perusahaan Akan Meriahkan IRIEX 2016 di UNAIR
Page 59,Peneliti se-Indonesia Ikuti Seminar Biologi Molekuler di FKH
Page 59,"Peringati Dies Natalis, UNAIR Adakan Operasi Katarak Gratis Bagi Pasien Kurang Mampu"
Page 59,Nominasi Tak Biasa dalam “Cangkrukan” Hima Budidaya Perikanan UNAIR Banyuwangi
Page 59,62 Tahun UNAIR Bakal Dibanjiri Sholawat
Page 59,Pengmas UNAIR Tumbuhkan Sumber Baru Ekonomi Rakyat Korban Merapi dan Obyek Pendidikan
Page 60,Menkop dan UKM RI Apresiasi Pekan Ekonomi Kreatif dan Festival Budaya UNAIR
Page 60,320 Stan Siap Ramaikan Pasar Rakyat
Page 60,Perisai Diri UNAIR Borong Piala di Kejuaraan Tingkat Jawa Timur
Page 60,BPM Gelar Rapat Tinjauan Manajemen
Page 60,Ajak Guru Sadar Kesehatan Mental
Page 60,Kuliah Umum Hubungan Bilateral dari Dubes dan Mantan Menlu Australia di UNAIR
Page 60,Raih Posisi Kedua Lomba Kewirausahaan di Universitas Sriwijaya
Page 60,"Pameran Outdoor, Konsep Terbaru Display Riset UNAIR"
Page 60,Khataman Quran Ramaikan Dies Natalis UNAIR
Page 60,"Cegah Karies, Dokter Gigi Anak Pecahkan Rekor MURI"
Page 60,"Student Week,  Ajang Silaturahmi dan Gali Potensi Mahasiswa UNAIR"
Page 60,Kelas Internasional FK UNAIR Luluskan Dokter Asal Malaysia
Page 61,Konsulat Jenderal AS Surabaya Berbagi Seputar Pemilihan Umum
Page 61,"Jajaki peluang ASIA, NSYSU Bahas Kerjasama dengan UNAIR"
Page 61,Reviewer Dikti Monev 236 Judul Penelitian Periset UNAIR
Page 61,Prodi Harapkan Umpan Balik dari Alumni
Page 61,Rumah Sakit Penyakit Tropik Infeksi RS UNAIR Siap Beroperasi Pada 2 November
Page 61,"UNAIR – UNUSA, Bersama Optimalkan Tri Dharma"
Page 61,"KKN Tematik, Mahasiswa Asing UNAIR Dampingi Ibu Hamil"
Page 61,Rumah Sakit UNAIR Resmikan Bank Darah
Page 61,"Cegah Konflik Kepentingan, Rektor UNAIR Jadi Narasumber TII"
Page 61,Tiga Profesor UNAIR Serukan Eksplorasi Tanaman Herbal
Page 61,UNAIR Jalin Kerja sama Keterbukaan Informasi Publik
Page 61,"Pengajian Rutin UNAIR, Ajak Jamaah Berbenah dan Hijrah"
Page 62,Wanala UNAIR Lakukan Tes Kedua Kebugaran Atlet
Page 62,Beragam Acara Warnai Perayaan Dies Natalis UNAIR ke-62
Page 62,Dua Jurnal Sukses Raih Akreditasi DOAJ
Page 62,NCKU Taiwan Ajak UNAIR Riset Biologi Molekuler
Page 62,"Lomba Desain Logo Masjid Ulul ‘Azmi UNAIR, Terbatas untuk Sivitas"
Page 62,Tiga Profesor UNAIR Bahas Obat Herbal
Page 62,Siswa SMAN VI Surabaya dan SMAN 1 Bluluk Lamongan Kunjungi UNAIR
Page 62,"Pengurus IKA-UA Jember Dilantik, UNAIR-Pemkab Jember Jalin MoU"
Page 62,Delegasi UNAIR Sabet  Juara Pertama Karya Tulis Ilmiah Nasional di Makassar
Page 62,Memajukan Perikanan di Indonesia Lewat Tiga Bidang
Page 62,Magister Manajemen dan Magister Sains Manajemen Raih Akreditasi A
Page 62,Workshop Vokasi UNAIR Bahas Capaian Pembelajaran Pendidikan Tinggi
Page 63,’World Food Day’ 2016 di Taman Blambangan Banyuwangi
Page 63,Bulan Peduli Kanker Payudara 2016 Bersama FKM UNAIR Banyuwangi
Page 63,"Mengkaji Dua Film Religi, Intan Fitranisa Lulus Terbaik S2 FISIP"
Page 63,"Esti Yunitasari Wisudawan Terbaik FKM, Dessy Wulansari S1 Psikologi"
Page 63,"Ajak 2.000 Siswa SD, Para Dokter Gigi Anak Siap Pecahkan Rekor MURI"
Page 63,Impor Guru Besar Harus Selektif
Page 63,Islamic Development Bank Jalin Kerjasama dengan FEB UNAIR
Page 63,Menpan RB Akan Pecat Aparat Negara Lakukan ’Pungli’
Page 63,Dosen UNAIR Jadi Pembicara dalam Legal Preventive Program Pertamina
Page 63,Tiga Guru Besar UNAIR Diskusikan Keadilan dan Demokrasi
Page 63,Rektor UNAIR Motivasi Mahasiswa Bidikmisi Tambahan
Page 63,Dubes RI untuk Rusia Tawarkan Prodi Sastra Rusia di UNAIR
Page 64,Study Tour SMK Telkom Banjarbaru Kalsel Kunjungi UNAIR
Page 64,"Rita Yuliana Lulus Terbaik S3 FEB, Hafizh Mohammad Ingin Jadi Peneliti"
Page 64,"Berjuang Ekstra Selesaikan Penelitian, Roisah Lulus Terbaik S2 Farmasi"
Page 64,Mahasiswa Profesi Keperawatan UNAIR PKL di Krembangan Surabaya
Page 64,Pemerintah Timor Leste Tindak Lanjuti Kerjasama dengan UNAIR
Page 64,"Sejak 1975, FKH UNAIR Luluskan 3.952 Dokter Hewan"
Page 64,Guru Besar UNAIR Akan Bicara Demokrasi dan Keadilan di Indonesia
Page 64,Magister Media dan Komunikasi Galakkan Promosi Hingga Internasionalisasi
Page 64,"Prestasi Sejak SMA, Indah Lutfiya Lulus Terbaik S-1 FKM UNAIR"
Page 64,Fisioterapis Khabib Abdullah Lulus Terbaik S-2 FK
Page 64,Yuk Ikuti Kompetisi Blog UNAIR!
Page 64,"Bantu Advokasi Petani Rembang, Menang Gugatan di Mahkamah Agung"
Page 65,Tim Futsal UNAIR Melaju ke Final Nasional LIMA 2016
Page 65,Peraih Empat Medali Emas di PON XIX Siap Berlaga di Asia Champion
Page 65,Dirjen Sumber Daya Iptek Berikan Kuliah Umum Di FKG UNAIR
Page 65,"Gandeng Media, Pengajar UNAIR Berikan Tausiyah Ilmiah"
Page 65,UNAIR Siap Selenggarakan Kuliah Tamu Penerima Nobel
Page 65,Ajak Masyarakat Kampus Peduli Lingkungan
Page 65,Kerja Keras Faiq Berbuah Predikat Wisudawan Terbaik Pascasarjana
Page 65,’Man Jadda Wajada’ Motivasi Adhi Widhianto Lulus Terbaik FEB
Page 65,Fadly Personel Padi: Berkarya dan Jadilah Kebanggaan untuk UNAIR
Page 65,Adakan Pengmas Dengan Galang Donor Darah
Page 65,Humas UNAIR Maksimalkan Pengelolaan Informasi Publik
Page 65,SMAN 1 Manyar Siap Mengulang Sejarah Kembali
Page 66,Pengantar dan Praktik Aplikasi Perpajakan bagi Mahasiswa Perpajakan
Page 66,Mahasiswa FST Budidaya Hidroponik Bersama Siswa MTs Amanatul Ummah
Page 66,"Obati Kerinduan Almamater, Alumni Angkatan 1965 FK UNAIR Adakan Reuni"
Page 66,BEM FISIP UNAIR Adakan Pelatihan Ekonomi Kreatif
Page 66,Pentingnya Perlindungan Hukum Bagi Tenaga Kesehatan
Page 66,Sosialisasikan Rencana Strategis UNAIR Menuju Perguruan Tinggi Kelas Dunia Kepada Ormawa
Page 66,"Totalitas dalam Belajar, Antar Melinda Andriyanti Lulus Terbaik FST"
Page 66,"Meneliti Karya Sastra Jepang, Anne Alicia Lulus Terbaik FIB"
Page 66,"Demi Menggapai Impian, 200 Siswa Berkunjung Ke UNAIR"
Page 66,FH UNAIR Persiapkan Mahasiswa Magang di Institusi Peradilan
Page 66,Bagi-bagi Telur Ayam dan Sate ala FKH UNAIR
Page 66,"Teliti Anisakiasis, Qabilah Lulus Terbaik S2 FKH"
Page 67,"Teliti Pemilukada, Surya Darma Jadi Wisudawan Terbaik S2 FH"
Page 67,UNAIR Soroti Tiga Isu dalam Pertemuan Rektor PTN se-Jatim
Page 67,"Dwi Rezky Lulus Terbaik Psikologi, Deynara Septin DP Terbaik S1 FKH"
Page 67,"SMA Progesif Bumi Sholawat, Bekali Lulusan Perdana di Universitas Airlangga"
Page 67,"UKM Pramuka, Berkemah dan Menyelami Kehidupan Wirausaha"
Page 67,Mahasiswa Sejarah Ajak Melestarikan Situs Sejarah di Sampang
Page 67,Masyarakat Hedon dan Serba Instan Gampang Terseret Bujukan Dimas Kanjeng
Page 67,"Menikmati Pembelajaran, Kiat Rahma Sugihartati Jadi Wisudawan Terbaik"
Page 67,"Hikmah Sering Ganti Judul, Farida Amalia Lulus Terbaik S1 FEB"
Page 67,Sambut Tahun Baru Hijriah dengan Adakan Kampanye Positif
Page 67,Atlet Panahan Boyong Medali untuk Jatim
Page 67,"Harumkan Jatim, Atlet UNAIR Sabet Medali Perak Olahraga Darat dan Air"
Page 68,Dua Peselam UNAIR Raih Emas pada PON XIX
Page 68,"Kalahkan Lawan Senior Kempo, Atlet UNAIR Sabet Perunggu pada PON XIX"
Page 68,"Rusdianto Sesung, Wisudawan Terbaik S3 FH karena Mencintai Ilmu"
Page 68,"Nadia Intan, Model yang Lulus Terbaik Fakultas Hukum UNAIR"
Page 68,Mahasiswa FEB Bawa Pulang Emas pada PON Cabang Olahraga Menembak
Page 68,Peneliti Asal Harvard Beri Materi Publikasi Penelitian
Page 68,Pebasket UNAIR Sumbangkan Dua Medali untuk Jatim
Page 68,Pusat Riset Flu Burung UNAIR Ajak Industri dan Pemerintah Gunakan Teknologi Baru
Page 68,"Resmi Dilantik, 93 Bidan Baru Siap Mengabdi untuk Masyarakat"
Page 68,"Kunjungi Kampus, Motivasi Siswa Sejak Dini"
Page 68,Lulusan UNAIR Harus Memiliki Softskill Bagus
Page 68,"Peduli Kesehatan Ibu Hamil, FKG UNAIR Adakan Pemeriksaan Gigi dan Mulut"
Page 69,"Terbantu Pengemudi Ojek, Nadia Jadi Lulusan Terbaik S2 FKp"
Page 69,"Berkat Ridho Suami dan Doa Anak, Liliek Susilowati Lulus Terbaik S3 FST UNAIR"
Page 69,Dekan FF UNAIR Tanggapi Maraknya Peredaran Obat Ilegal di Online Shop
Page 69,"Pengmas FF UNAIR, Membangun Masyarakat Sehat bersama Apoteker"
Page 69,Pagelaran Airlangga Sumbaga Wiratama Raih Sukses Besar di TMII
Page 69,Kuliah Santai tapi Serius tentang Hukum Laut
Page 69,"Berkat Semangat Orang Tua, Ika Meylan Wisudawan Terbaik S2 FKM"
Page 69,"Bermanfaat untuk Sesama, Cita-cita Miranti, Wisudawan Terbaik FST UNAIR"
Page 69,Tax Amnesty Masih Sisakan Problem Keadilan
Page 69,"Prof. Tatiek Sri Djatmiati, Tax Amnesty Harus Dilandasi Asas Keadilan"
Page 69,"Prof. Kacung Marijan, Tax Amnesty Stimulator Pertumbuhan Ekonomi"
Page 69,"Prof. Tjiptohadi Sawarjuwono, Nilai Keberhasilan Tax Amnesty 2016"
Page 70,Dua Mahasiswi Jerman dan Estonia Ikuti Pertukaran Pelajar di Farmasi UNAIR
Page 70,"Berkah Jadi Tutor Teman, Mutia Lulus Terbaik Fakultas Vokasi"
Page 70,"Lulusan Terbaik FK, Dedy Syahrizal Diwisuda Bersama Isteri"
Page 70,"Coastal Area Care, Kontribusi UNAIR Banyuwangi untuk Pelestarian Lingkungan"
Page 70,"IR-FEST, Ospek Unik dan Edukatif Mahasiswa Baru HI"
Page 70,Menginspirasi Dokter Hewan Lewat Kajian Istimewa
Page 70,KOMAHi FH UNAIR Adakan LKTI 2016 Tingkat Jawa Timur dan Bali
Page 70,Perkembangan Teknologi Nuklir Harus Diawasi
Page 70,Suasana Meriah Warnai Penyambutan Mahasiswa Mancanegara Baru UNAIR
Page 70,"Wisuda September 2016, UNAIR Luluskan 3.327 Wisudawan"
Page 70,"Riset Expo 2016, UNAIR Akan Undang Perguruan Tinggi dan Industri se-Indonesia"
Page 70,"Hari ini, 1656 Mahasiswa UNAIR Diwisuda"
Page 71,Gladi Prosesi Wisuda Untuk Mantapkan Acara
Page 71,"Termotivasi Janji Pada Ibunya, Amelia Wisudawan Terbaik FISIP"
Page 71,"Suka Duduk Paling Depan, Alfiatis Jadi Wisudawan Terbaik FKp"
Page 71,Membina Keluarga Harmonis
Page 71,Pengenalan Ke-UNAIR-an Mahasiswa PDD Banyuwangi Berakhir
Page 71,Bahas Solusi Pro dan Kontra Kebijakan Pengampunan Pajak
Page 71,Memperkuat Data Kinerja Penelitian
Page 71,Pelantikan Dokter Spesialis I dan II Dihelat Bersama
Page 71,Mahasiswa FH UNAIR Ikuti Simposium Internasional di Hong Kong
Page 71,UNICEF: Program GELIAT UNAIR Begitu Menjanjikan Masa Depan
Page 71,Membahas Diskursus Pembela HAM di Indonesia
Page 71,Tim Basket UNAIR Raih Posisi Runner Up di Pertalite Cup 2016
Page 72,Tax Amnesty Diharapkan Membawa Dampak Positif di Masyarakat
Page 72,Pelajar SMK Boyolali Kenalan Kehidupan Kampus
Page 72,Meningkatkan Kolaborasi dalam Pelayanan Kesehatan
Page 72,Senam Pagi Berseri di Kampus UNAIR Mulyorejo
Page 72,Dekan FK UNAIR Melantik dan Menyumpah 169 Ahli Madya Kesehatan
Page 72,Rektor Jalin Silaturahmi ke Redaksi Kompas
Page 72,Dosen FEB Belajar Memaknai Rejeki dari Tukang Becak
Page 72,UNAIR Dipilih Sebagai Pioner Pencegahan Korupsi
Page 72,Menjaga Pola Makan Sehat Era Modern
Page 72,Pertukaran Mahasiswa Tingkat Lokal untuk Praktik Kebinekaan
Page 72,"Mantan Dekan FISIP UNAIR Drs. Johanes Dwi Narwoko, MA, Tutup Usia"
Page 72,"Menuju World Class University, Mahasiswa UNAIR Study Visit ke NUS"
Page 73,Obat-obatan Palsu Jadi Tantangan Apoteker Baru
Page 73,"Teliti Pencurian Kayu di Hutan, Dosen Antropologi Diapresiasi Menteri LHK RI"
Page 73,Mahasiswa UNAIR Dibekali Sertifikat Penanganan Makanan
Page 73,Pakar Endodontik Asal London Berbagi Ilmu di FKG UNAIR
Page 73,UNAIR Gelar Grand Opening Pembinaan Baca Alquran 2016
Page 73,12 Mahasiswa UNAIR Bertanding dalam PON XIX Jawa Barat
Page 73,FKG Terima Enam Mahasiswa Asal Jepang
Page 73,Salat Ied Adha dan Kurban di Rektorat Berlangsung Khidmat dan Lancar
Page 73,UNAIR Godok Rencana Pelayanan Satu Atap
Page 73,Pakar Kebudayaan Austronesia dari Hamburg University Sampaikan Wawasan Literasi
Page 73,Angka Bebas Jentik Rendah? Geliti-in Aja!
Page 73,Ajak Mahasiswa Berfikir Kritis Melalui Film Dokumenter Jihad Selfie
Page 74,"Pengusaha, Artis, Musisi hingga Menteri Datang ke UNAIR"
Page 74,Tingkatkan Publikasi dengan Bentuk Konsorsium Penelitian
Page 74,Teknologi Informasi Permudah Suplai Produk
Page 74,Presenter dan Wali Kota Surabaya Berbagi Motivasi di UNAIR
Page 74,Tiga Bidang Akademik Perlu Diakselerasi Segera
Page 74,Upayakan Solusi Perlindungan Minoritas Syiah Sampang
Page 74,"Diskusi Rutin HI UNAIR, Bahas Hubungan Rusia dan China"
Page 74,"Viva Outer Division, Pembeda PPKMB Ala UNAIR Banyuwangi"
Page 74,Panitia EMTEK Goes to Campus Matangkan Persiapan Acara
Page 74,Bentuk Kerjasama Pemerintah Swasta yang Ideal
Page 74,Formara Siapkan Acara Edukatif Untuk Rayakan Ulang Tahun
Page 74,FK UNAIR Ajak Masyarakat Hidup Sehat dengan Bersepeda Bersama
Page 75,RS UNAIR Jadi Percontohan RS PTN Seindonesia
Page 75,"Yuk, Ikut EMTEK Goes to Campus"
Page 75,"Sering Nyanyi di Musik Lorong, Kini Jadi Pemusik Level Nasional"
Page 75,Scouting UKM Wins Display UKM 2016
Page 75,FKp UNAIR Bekali Mahasiswa dengan Kompetensi BTCLS
Page 75,"Ciptakan Ide Sistem Pakar, Siffian Menangkan Lomba Esai Help Centre"
Page 75,Stan UKM Pramuka Juara Display UKM 2016
Page 75,University Must Accept More Financially Disabled Students with Achievements
Page 75,"Lakukan Inovasi dan Kreasi, Raih Predikat Perawat Teladan Nasional"
Page 75,"Often Performs at Musik Lorong, Now National Level Musician"
Page 75,FKM UNAIR Luluskan Doktor ke-100
Page 75,Perguruan Tinggi Harus Banyak Menampung Mahasiswa Miskin Berprestasi
Page 76,Great Cycling Event with Thousand Participants
Page 76,"UNAIR Rector Affirms 1,506 Postgraduate Students"
Page 76,Rektor UNAIR Kukuhkan 1.506 Mahasiswa Baru Pascasarjana
Page 76,Gowes Akbar Bareng Seribu Peserta
Page 76,Help Centre UNAIR Jaring Gagasan Mahasiswa Lewat Lomba Esai
Page 76,CS2 Ajak Mahasiswa Komunikasi se-Indonesia Bangun Smart City
Page 76,"Pasutri Polisi, Kuliah Bareng S2 Kajian Ilmu Kepolisian"
Page 76,Melatih Warga Mengemas dan Memasarkan Ikan Bandeng
Page 76,Husband and Wife in Police Science Studies Master Program
Page 76,CS2 Encourages Communications Students in Indonesia to Build Smart City
Page 76,Help Centre UNAIR Draws Ideas through Essay Competition
Page 76,Training Locals to Pack and Market Milkfish
Page 77,FH UNAIR Holds National Seminar to Discuss Public Administration Law
Page 77,Social Affairs Minister Khofifah Sheds Tears During Airlangga Hymn
Page 77,National Chung Hsing University Taiwan Invites UNAIR for Collaboration
Page 77,Mensos Khofifah Titikkan Air Mata Saat Bernyanyi Hymne Airlangga
Page 77,"Bahas UU Administrasi Pemerintahan, FH UNAIR Adakan Seminar Nasional"
Page 77,Unit Keselamatan Kerja Adakan Simulasi Kebakaran Bagi Pimpinan dan Karyawan
Page 77,Tiga Guru Besar Ulas Riset dan Inovasi Stem Cell
Page 77,Pre-Hospital Penanganan Neurotrauma di Indonesia Masih Jelek
Page 77,Universitas Chung Hsing Taiwan Ajak UNAIR Kerjasama
Page 77,Occupational Safety Unit Simulates Fire Emergency for Officials and Staff
Page 77,Three Professors Discuss Stem Cell Research and Innovation
Page 77,Qurban Animal Handling Training for Mosque Staff of Surabaya
Page 78,FEB Students Study in Fontys of The Netherlands
Page 78,UKM UNAIR Display 2016 Festivity
Page 78,Pelatihan Rawat Hewan Kurban untuk Ta’mir se-Surabaya
Page 78,Preventing Frozen Semen Damage through Protein Addition
Page 78,Semarak Display UKM UNAIR 2016
Page 78,Cegah Kerusakan Semen Beku dengan Tambahan Protein
Page 78,Mahasiswa FEB Cicipi Kuliah di Fontys Belanda
Page 78,Gus Ali Ajak Sivitas UNAIR Terapkan Jamu Jati Kendi
Page 78,FEB Libatkan Alumni Perkuat Kapasitas Mahasiswa
Page 78,FEB UNAIR Launches Official Youtube Channel
Page 78,Lively FEB Alumni Gala Dinner
Page 78,"Refreshing Course of Endo Resto, Update in Dental Treatment and Techniques"
Page 79,FEB UNAIR Luncurkan Saluran YouTube Resmi
Page 79,Suasana Meriah di Gala Dinner Alumni FEB
Page 79,"Andianto Grateful, Graduated from FK UNAIR International Class"
Page 79,Endogamy Marriages Simplify Unknown Individuals Identification
Page 79,"Asma, FK International Class First Batch, Feels Like Pioneer"
Page 79,Andianto Bersyukur Lulus Kelas Internasional Angkatan Pertama FK UNAIR
Page 79,"Asma, Lulusan Perdana Kelas Internasional FK, Bagai Pejuang Perintis"
Page 79,"Refreshing Course of Endo Resto, Update Perawatan dan Teknik   Kedokteran Gigi"
Page 79,"Dentistry Charity, Bakti Mahasiswa FKG Untuk Negeri"
Page 79,FEB Involves Alumni to Strengthen Student Capacity
Page 79,Mawapres FKG Siap Bersaing di Tingkat Universitas
Page 79,Detecting Livestock Early Pregnancy with Progesteron Diagnostic Kit
Page 80,Alumni FKG UNAIR Zahrotur Riyad Jadi Dokter Teladan Nasional 2016
Page 80,"Penutupan PPKMB, Tiga Alumni FPK UNAIR Beri Motivasi Mahasiswa Baru"
Page 80,Gus Ali Encourages UNAIR Academicians to Implement Jamu Jati Kendi
Page 80,"Perkawinan Endogami, Mudahkan Identifikasi Manusia Tak Beridentitas"
Page 80,Ketahui Kebuntingan Dini Ternak dengan Kit Diagnostik Progesteron
Page 80,"First in UNAIR, Sharing Knowledge with Three Professors At Once"
Page 80,"Pertama di UNAIR, Berbagi Ilmu dengan Tiga Guru Besar Sekaligus"
Page 80,Alumnus FKM Jadi Tenaga Kesehatan Terbaik se-Indonesia
Page 80,UNAIR Kukuhkan Tiga Guru Besar Baru
Page 80,UNAIR Affirms Three Professors
Page 80,Alumnus FKM Becomes The Best Health Staff in Indonesia
Page 80,Lulusan Vokasi Sudah Ditunggu Dunia Kerja
Page 81,"Since 1954, UNAIR Has Had 452 Professors"
Page 81,"Dukung UNAIR PT Kelas Dunia, FKM Adakan Temu Alumni"
Page 81,Mahasiswa OSI Ciptakan Alat Permudah Pantau Perusahaan
Page 81,Kelompok KKN-BBM UNAIR Revitalisasi Kawasan Wisata bersama Warga
Page 81,"Sejak 1954, UNAIR Miliki 452 Guru Besar"
Page 81,Vocations Graduates Expected in Professional World
Page 81,FKM Holds Alumni Gathering to Support UNAIR Towards World Class University
Page 81,Diskusi Kasus Kekerasan Terhadap Perempuan dalam Kondisi Difabilitas
Page 81,"Penelitian Molekuler, Kajian yang Lagi Ngehits di FKH"
